State,longitude,latitude,sunshine_category
NT,136.875,-13.125,8
NT,137.125,-13.125,8
NT,137.375,-13.125,8
NT,137.625,-13.125,8
NT,137.875,-13.125,8
NT,129.125,-13.375,8
NT,129.375,-13.375,8
NT,129.625,-13.375,8
NT,129.875,-13.375,8
NT,130.125,-13.375,8
NT,130.375,-13.375,8
NT,130.625,-13.375,8
NT,130.875,-13.375,8
NT,131.125,-13.375,8
NT,131.375,-13.375,8
NT,131.625,-13.375,8
NT,131.875,-13.375,8
NT,132.125,-13.375,8
NT,132.375,-13.375,8
NT,132.625,-13.375,8
NT,132.875,-13.375,8
NT,133.125,-13.375,8
NT,133.375,-13.375,8
NT,133.625,-13.375,8
NT,133.875,-13.375,8
NT,134.125,-13.375,8
NT,134.375,-13.375,8
NT,134.625,-13.375,8
NT,134.875,-13.375,8
NT,135.125,-13.375,8
NT,135.375,-13.375,8
NT,135.625,-13.375,8
NT,135.875,-13.375,8
NT,136.125,-13.375,8
NT,136.375,-13.375,8
NT,136.625,-13.375,8
NT,136.875,-13.375,8
NT,137.125,-13.375,8
NT,137.375,-13.375,8
NT,137.625,-13.375,8
NT,137.875,-13.375,8
NT,129.125,-13.625,8
NT,129.375,-13.625,8
NT,129.625,-13.625,8
NT,129.875,-13.625,8
NT,130.125,-13.625,8
NT,130.375,-13.625,8
NT,130.625,-13.625,8
NT,130.875,-13.625,8
NT,131.125,-13.625,8
NT,131.375,-13.625,8
NT,131.625,-13.625,8
NT,131.875,-13.625,8
NT,132.125,-13.625,8
NT,132.375,-13.625,8
NT,132.625,-13.625,8
NT,132.875,-13.625,8
NT,133.125,-13.625,8
NT,133.375,-13.625,8
NT,133.625,-13.625,8
NT,133.875,-13.625,8
NT,134.125,-13.625,8
NT,134.375,-13.625,8
NT,134.625,-13.625,8
NT,134.875,-13.625,8
NT,135.125,-13.625,8
NT,135.375,-13.625,8
NT,135.625,-13.625,8
NT,135.875,-13.625,8
NT,136.125,-13.625,8
NT,136.375,-13.625,8
NT,136.625,-13.625,8
NT,136.875,-13.625,8
NT,137.125,-13.625,8
NT,137.375,-13.625,8
NT,137.625,-13.625,8
NT,137.875,-13.625,8
NT,129.125,-13.875,8
NT,129.375,-13.875,8
NT,129.625,-13.875,8
NT,129.875,-13.875,8
NT,130.125,-13.875,8
NT,130.375,-13.875,8
NT,130.625,-13.875,8
NT,130.875,-13.875,8
NT,131.125,-13.875,8
NT,131.375,-13.875,8
NT,131.625,-13.875,8
NT,131.875,-13.875,8
NT,132.125,-13.875,8
NT,132.375,-13.875,8
NT,132.625,-13.875,8
NT,132.875,-13.875,8
NT,133.125,-13.875,8
NT,133.375,-13.875,8
NT,133.625,-13.875,8
NT,133.875,-13.875,8
NT,134.125,-13.875,8
NT,134.375,-13.875,8
NT,134.625,-13.875,8
NT,134.875,-13.875,8
NT,135.125,-13.875,8
NT,135.375,-13.875,8
NT,135.625,-13.875,8
NT,135.875,-13.875,8
NT,136.125,-13.875,8
NT,136.375,-13.875,8
NT,136.625,-13.875,8
NT,136.875,-13.875,8
NT,137.125,-13.875,8
NT,137.375,-13.875,8
NT,137.625,-13.875,8
NT,137.875,-13.875,8
NT,129.125,-14.125,8
NT,129.375,-14.125,8
NT,129.625,-14.125,8
NT,129.875,-14.125,8
NT,130.125,-14.125,8
NT,130.375,-14.125,8
NT,130.625,-14.125,8
NT,130.875,-14.125,8
NT,131.125,-14.125,8
NT,131.375,-14.125,8
NT,131.625,-14.125,8
NT,131.875,-14.125,8
NT,132.125,-14.125,8
NT,132.375,-14.125,8
NT,132.625,-14.125,8
NT,132.875,-14.125,9
NT,133.125,-14.125,9
NT,133.375,-14.125,9
NT,133.625,-14.125,9
NT,133.875,-14.125,9
NT,134.125,-14.125,9
NT,134.375,-14.125,9
NT,134.625,-14.125,9
NT,134.875,-14.125,9
NT,135.125,-14.125,9
NT,135.375,-14.125,8
NT,135.625,-14.125,8
NT,135.875,-14.125,8
NT,136.125,-14.125,8
NT,136.375,-14.125,8
NT,136.625,-14.125,8
NT,136.875,-14.125,8
NT,137.125,-14.125,8
NT,137.375,-14.125,8
NT,137.625,-14.125,8
NT,137.875,-14.125,8
NT,129.125,-14.375,8
NT,129.375,-14.375,8
NT,129.625,-14.375,8
NT,129.875,-14.375,8
NT,130.125,-14.375,8
NT,130.375,-14.375,8
NT,130.625,-14.375,8
NT,130.875,-14.375,8
NT,131.125,-14.375,8
NT,131.375,-14.375,8
NT,131.625,-14.375,8
NT,131.875,-14.375,8
NT,132.125,-14.375,9
NT,132.375,-14.375,9
NT,132.625,-14.375,9
NT,132.875,-14.375,9
NT,133.125,-14.375,9
NT,133.375,-14.375,9
NT,133.625,-14.375,9
NT,133.875,-14.375,9
NT,134.125,-14.375,9
NT,134.375,-14.375,9
NT,134.625,-14.375,9
NT,134.875,-14.375,9
NT,135.125,-14.375,9
NT,135.375,-14.375,9
NT,135.625,-14.375,9
NT,135.875,-14.375,8
NT,136.125,-14.375,8
NT,136.375,-14.375,8
NT,136.625,-14.375,8
NT,136.875,-14.375,8
NT,137.125,-14.375,8
NT,137.375,-14.375,8
NT,137.625,-14.375,8
NT,137.875,-14.375,8
NT,129.125,-14.625,8
NT,129.375,-14.625,8
NT,129.625,-14.625,8
NT,129.875,-14.625,8
NT,130.125,-14.625,8
NT,130.375,-14.625,8
NT,130.625,-14.625,8
NT,130.875,-14.625,8
NT,131.125,-14.625,8
NT,131.375,-14.625,9
NT,131.625,-14.625,9
NT,131.875,-14.625,9
NT,132.125,-14.625,9
NT,132.375,-14.625,9
NT,132.625,-14.625,9
NT,132.875,-14.625,9
NT,133.125,-14.625,9
NT,133.375,-14.625,9
NT,133.625,-14.625,9
NT,133.875,-14.625,9
NT,134.125,-14.625,9
NT,134.375,-14.625,9
NT,134.625,-14.625,9
NT,134.875,-14.625,9
NT,135.125,-14.625,9
NT,135.375,-14.625,9
NT,135.625,-14.625,9
NT,135.875,-14.625,9
NT,136.125,-14.625,9
NT,136.375,-14.625,8
NT,136.625,-14.625,8
NT,136.875,-14.625,8
NT,137.125,-14.625,8
NT,137.375,-14.625,8
NT,137.625,-14.625,8
NT,137.875,-14.625,8
NT,129.125,-14.875,9
NT,129.375,-14.875,9
NT,129.625,-14.875,9
NT,129.875,-14.875,9
NT,130.125,-14.875,9
NT,130.375,-14.875,9
NT,130.625,-14.875,9
NT,130.875,-14.875,9
NT,131.125,-14.875,9
NT,131.375,-14.875,9
NT,131.625,-14.875,9
NT,131.875,-14.875,9
NT,132.125,-14.875,9
NT,132.375,-14.875,9
NT,132.625,-14.875,9
NT,132.875,-14.875,9
NT,133.125,-14.875,9
NT,133.375,-14.875,9
NT,133.625,-14.875,9
NT,133.875,-14.875,9
NT,134.125,-14.875,9
NT,134.375,-14.875,9
NT,134.625,-14.875,9
NT,134.875,-14.875,9
NT,135.125,-14.875,9
NT,135.375,-14.875,9
NT,135.625,-14.875,9
NT,135.875,-14.875,9
NT,136.125,-14.875,9
NT,136.375,-14.875,9
NT,136.625,-14.875,8
NT,136.875,-14.875,8
NT,137.125,-14.875,8
NT,137.375,-14.875,8
NT,137.625,-14.875,8
NT,137.875,-14.875,8
NT,129.125,-15.125,9
NT,129.375,-15.125,9
NT,129.625,-15.125,9
NT,129.875,-15.125,9
NT,130.125,-15.125,9
NT,130.375,-15.125,9
NT,130.625,-15.125,9
NT,130.875,-15.125,9
NT,131.125,-15.125,9
NT,131.375,-15.125,9
NT,131.625,-15.125,9
NT,131.875,-15.125,9
NT,132.125,-15.125,9
NT,132.375,-15.125,9
NT,132.625,-15.125,9
NT,132.875,-15.125,9
NT,133.125,-15.125,9
NT,133.375,-15.125,9
NT,133.625,-15.125,9
NT,133.875,-15.125,9
NT,134.125,-15.125,9
NT,134.375,-15.125,9
NT,134.625,-15.125,9
NT,134.875,-15.125,9
NT,135.125,-15.125,9
NT,135.375,-15.125,9
NT,135.625,-15.125,9
NT,135.875,-15.125,9
NT,136.125,-15.125,9
NT,136.375,-15.125,9
NT,136.625,-15.125,9
NT,136.875,-15.125,8
NT,137.125,-15.125,8
NT,137.375,-15.125,8
NT,137.625,-15.125,8
NT,137.875,-15.125,8
NT,129.125,-15.375,9
NT,129.375,-15.375,9
NT,129.625,-15.375,9
NT,129.875,-15.375,9
NT,130.125,-15.375,9
NT,130.375,-15.375,9
NT,130.625,-15.375,9
NT,130.875,-15.375,9
NT,131.125,-15.375,9
NT,131.375,-15.375,9
NT,131.625,-15.375,9
NT,131.875,-15.375,9
NT,132.125,-15.375,9
NT,132.375,-15.375,9
NT,132.625,-15.375,9
NT,132.875,-15.375,9
NT,133.125,-15.375,9
NT,133.375,-15.375,9
NT,133.625,-15.375,9
NT,133.875,-15.375,9
NT,134.125,-15.375,9
NT,134.375,-15.375,9
NT,134.625,-15.375,9
NT,134.875,-15.375,9
NT,135.125,-15.375,9
NT,135.375,-15.375,9
NT,135.625,-15.375,9
NT,135.875,-15.375,9
NT,136.125,-15.375,9
NT,136.375,-15.375,9
NT,136.625,-15.375,9
NT,136.875,-15.375,9
NT,137.125,-15.375,8
NT,137.375,-15.375,8
NT,137.625,-15.375,8
NT,137.875,-15.375,8
NT,129.125,-15.625,9
NT,129.375,-15.625,9
NT,129.625,-15.625,9
NT,129.875,-15.625,9
NT,130.125,-15.625,9
NT,130.375,-15.625,9
NT,130.625,-15.625,9
NT,130.875,-15.625,9
NT,131.125,-15.625,9
NT,131.375,-15.625,9
NT,131.625,-15.625,9
NT,131.875,-15.625,9
NT,132.125,-15.625,9
NT,132.375,-15.625,9
NT,132.625,-15.625,9
NT,132.875,-15.625,9
NT,133.125,-15.625,9
NT,133.375,-15.625,9
NT,133.625,-15.625,9
NT,133.875,-15.625,9
NT,134.125,-15.625,9
NT,134.375,-15.625,9
NT,134.625,-15.625,9
NT,134.875,-15.625,9
NT,135.125,-15.625,9
NT,135.375,-15.625,9
NT,135.625,-15.625,9
NT,135.875,-15.625,9
NT,136.125,-15.625,9
NT,136.375,-15.625,9
NT,136.625,-15.625,9
NT,136.875,-15.625,9
NT,137.125,-15.625,9
NT,137.375,-15.625,8
NT,137.625,-15.625,8
NT,137.875,-15.625,8
NT,129.125,-15.875,9
NT,129.375,-15.875,9
NT,129.625,-15.875,9
NT,129.875,-15.875,9
NT,130.125,-15.875,9
NT,130.375,-15.875,9
NT,130.625,-15.875,9
NT,130.875,-15.875,9
NT,131.125,-15.875,9
NT,131.375,-15.875,9
NT,131.625,-15.875,9
NT,131.875,-15.875,9
NT,132.125,-15.875,9
NT,132.375,-15.875,9
NT,132.625,-15.875,9
NT,132.875,-15.875,9
NT,133.125,-15.875,9
NT,133.375,-15.875,9
NT,133.625,-15.875,9
NT,133.875,-15.875,9
NT,134.125,-15.875,9
NT,134.375,-15.875,9
NT,134.625,-15.875,9
NT,134.875,-15.875,9
NT,135.125,-15.875,9
NT,135.375,-15.875,9
NT,135.625,-15.875,9
NT,135.875,-15.875,9
NT,136.125,-15.875,9
NT,136.375,-15.875,9
NT,136.625,-15.875,9
NT,136.875,-15.875,9
NT,137.125,-15.875,9
NT,137.375,-15.875,9
NT,137.625,-15.875,8
NT,137.875,-15.875,8
NT,129.125,-16.125,9
NT,129.375,-16.125,9
NT,129.625,-16.125,9
NT,129.875,-16.125,9
NT,130.125,-16.125,9
NT,130.375,-16.125,9
NT,130.625,-16.125,9
NT,130.875,-16.125,9
NT,131.125,-16.125,9
NT,131.375,-16.125,9
NT,131.625,-16.125,9
NT,131.875,-16.125,9
NT,132.125,-16.125,9
NT,132.375,-16.125,9
NT,132.625,-16.125,9
NT,132.875,-16.125,9
NT,133.125,-16.125,9
NT,133.375,-16.125,9
NT,133.625,-16.125,9
NT,133.875,-16.125,9
NT,134.125,-16.125,9
NT,134.375,-16.125,9
NT,134.625,-16.125,9
NT,134.875,-16.125,9
NT,135.125,-16.125,9
NT,135.375,-16.125,9
NT,135.625,-16.125,9
NT,135.875,-16.125,9
NT,136.125,-16.125,9
NT,136.375,-16.125,9
NT,136.625,-16.125,9
NT,136.875,-16.125,9
NT,137.125,-16.125,9
NT,137.375,-16.125,9
NT,137.625,-16.125,9
NT,137.875,-16.125,8
NT,129.125,-16.375,9
NT,129.375,-16.375,9
NT,129.625,-16.375,9
NT,129.875,-16.375,9
NT,130.125,-16.375,9
NT,130.375,-16.375,9
NT,130.625,-16.375,9
NT,130.875,-16.375,9
NT,131.125,-16.375,9
NT,131.375,-16.375,9
NT,131.625,-16.375,9
NT,131.875,-16.375,9
NT,132.125,-16.375,9
NT,132.375,-16.375,9
NT,132.625,-16.375,9
NT,132.875,-16.375,9
NT,133.125,-16.375,9
NT,133.375,-16.375,9
NT,133.625,-16.375,9
NT,133.875,-16.375,9
NT,134.125,-16.375,9
NT,134.375,-16.375,9
NT,134.625,-16.375,9
NT,134.875,-16.375,9
NT,135.125,-16.375,9
NT,135.375,-16.375,9
NT,135.625,-16.375,9
NT,135.875,-16.375,9
NT,136.125,-16.375,9
NT,136.375,-16.375,9
NT,136.625,-16.375,9
NT,136.875,-16.375,9
NT,137.125,-16.375,9
NT,137.375,-16.375,9
NT,137.625,-16.375,9
NT,137.875,-16.375,9
NT,129.125,-16.625,9
NT,129.375,-16.625,9
NT,129.625,-16.625,9
NT,129.875,-16.625,9
NT,130.125,-16.625,9
NT,130.375,-16.625,9
NT,130.625,-16.625,9
NT,130.875,-16.625,9
NT,131.125,-16.625,9
NT,131.375,-16.625,9
NT,131.625,-16.625,9
NT,131.875,-16.625,9
NT,132.125,-16.625,9
NT,132.375,-16.625,9
NT,132.625,-16.625,9
NT,132.875,-16.625,9
NT,133.125,-16.625,9
NT,133.375,-16.625,9
NT,133.625,-16.625,9
NT,133.875,-16.625,9
NT,134.125,-16.625,9
NT,134.375,-16.625,9
NT,134.625,-16.625,9
NT,134.875,-16.625,9
NT,135.125,-16.625,9
NT,135.375,-16.625,9
NT,135.625,-16.625,9
NT,135.875,-16.625,9
NT,136.125,-16.625,9
NT,136.375,-16.625,9
NT,136.625,-16.625,9
NT,136.875,-16.625,9
NT,137.125,-16.625,9
NT,137.375,-16.625,9
NT,137.625,-16.625,9
NT,137.875,-16.625,9
NT,129.125,-16.875,9
NT,129.375,-16.875,9
NT,129.625,-16.875,9
NT,129.875,-16.875,9
NT,130.125,-16.875,9
NT,130.375,-16.875,9
NT,130.625,-16.875,9
NT,130.875,-16.875,9
NT,131.125,-16.875,9
NT,131.375,-16.875,9
NT,131.625,-16.875,9
NT,131.875,-16.875,9
NT,132.125,-16.875,9
NT,132.375,-16.875,9
NT,132.625,-16.875,9
NT,132.875,-16.875,9
NT,133.125,-16.875,9
NT,133.375,-16.875,9
NT,133.625,-16.875,9
NT,133.875,-16.875,9
NT,134.125,-16.875,9
NT,134.375,-16.875,9
NT,134.625,-16.875,9
NT,134.875,-16.875,9
NT,135.125,-16.875,9
NT,135.375,-16.875,9
NT,135.625,-16.875,9
NT,135.875,-16.875,9
NT,136.125,-16.875,9
NT,136.375,-16.875,9
NT,136.625,-16.875,9
NT,136.875,-16.875,9
NT,137.125,-16.875,9
NT,137.375,-16.875,9
NT,137.625,-16.875,9
NT,137.875,-16.875,9
NT,129.125,-17.125,9
NT,129.375,-17.125,9
NT,129.625,-17.125,9
NT,129.875,-17.125,9
NT,130.125,-17.125,9
NT,130.375,-17.125,9
NT,130.625,-17.125,9
NT,130.875,-17.125,9
NT,131.125,-17.125,9
NT,131.375,-17.125,9
NT,131.625,-17.125,9
NT,131.875,-17.125,9
NT,132.125,-17.125,9
NT,132.375,-17.125,9
NT,132.625,-17.125,9
NT,132.875,-17.125,9
NT,133.125,-17.125,9
NT,133.375,-17.125,9
NT,133.625,-17.125,9
NT,133.875,-17.125,9
NT,134.125,-17.125,9
NT,134.375,-17.125,9
NT,134.625,-17.125,9
NT,134.875,-17.125,9
NT,135.125,-17.125,9
NT,135.375,-17.125,9
NT,135.625,-17.125,9
NT,135.875,-17.125,9
NT,136.125,-17.125,9
NT,136.375,-17.125,9
NT,136.625,-17.125,9
NT,136.875,-17.125,9
NT,137.125,-17.125,9
NT,137.375,-17.125,9
NT,137.625,-17.125,9
NT,137.875,-17.125,9
NT,129.125,-17.375,9
NT,129.375,-17.375,9
NT,129.625,-17.375,9
NT,129.875,-17.375,9
NT,130.125,-17.375,9
NT,130.375,-17.375,9
NT,130.625,-17.375,9
NT,130.875,-17.375,9
NT,131.125,-17.375,9
NT,131.375,-17.375,9
NT,131.625,-17.375,9
NT,131.875,-17.375,9
NT,132.125,-17.375,9
NT,132.375,-17.375,9
NT,132.625,-17.375,9
NT,132.875,-17.375,9
NT,133.125,-17.375,9
NT,133.375,-17.375,9
NT,133.625,-17.375,9
NT,133.875,-17.375,9
NT,134.125,-17.375,9
NT,134.375,-17.375,9
NT,134.625,-17.375,9
NT,134.875,-17.375,9
NT,135.125,-17.375,9
NT,135.375,-17.375,9
NT,135.625,-17.375,9
NT,135.875,-17.375,9
NT,136.125,-17.375,9
NT,136.375,-17.375,9
NT,136.625,-17.375,9
NT,136.875,-17.375,9
NT,137.125,-17.375,9
NT,137.375,-17.375,9
NT,137.625,-17.375,9
NT,137.875,-17.375,9
NT,129.125,-17.625,9
NT,129.375,-17.625,9
NT,129.625,-17.625,9
NT,129.875,-17.625,9
NT,130.125,-17.625,9
NT,130.375,-17.625,9
NT,130.625,-17.625,9
NT,130.875,-17.625,9
NT,131.125,-17.625,9
NT,131.375,-17.625,9
NT,131.625,-17.625,9
NT,131.875,-17.625,9
NT,132.125,-17.625,9
NT,132.375,-17.625,9
NT,132.625,-17.625,9
NT,132.875,-17.625,9
NT,133.125,-17.625,9
NT,133.375,-17.625,9
NT,133.625,-17.625,9
NT,133.875,-17.625,9
NT,134.125,-17.625,9
NT,134.375,-17.625,9
NT,134.625,-17.625,9
NT,134.875,-17.625,9
NT,135.125,-17.625,9
NT,135.375,-17.625,9
NT,135.625,-17.625,9
NT,135.875,-17.625,9
NT,136.125,-17.625,9
NT,136.375,-17.625,9
NT,136.625,-17.625,9
NT,136.875,-17.625,9
NT,137.125,-17.625,9
NT,137.375,-17.625,9
NT,137.625,-17.625,9
NT,137.875,-17.625,9
NT,129.125,-17.875,9
NT,129.375,-17.875,9
NT,129.625,-17.875,9
NT,129.875,-17.875,9
NT,130.125,-17.875,9
NT,130.375,-17.875,9
NT,130.625,-17.875,9
NT,130.875,-17.875,9
NT,131.125,-17.875,9
NT,131.375,-17.875,9
NT,131.625,-17.875,9
NT,131.875,-17.875,9
NT,132.125,-17.875,9
NT,132.375,-17.875,9
NT,132.625,-17.875,9
NT,132.875,-17.875,9
NT,133.125,-17.875,9
NT,133.375,-17.875,9
NT,133.625,-17.875,9
NT,133.875,-17.875,9
NT,134.125,-17.875,9
NT,134.375,-17.875,9
NT,134.625,-17.875,9
NT,134.875,-17.875,9
NT,135.125,-17.875,9
NT,135.375,-17.875,9
NT,135.625,-17.875,9
NT,135.875,-17.875,9
NT,136.125,-17.875,9
NT,136.375,-17.875,9
NT,136.625,-17.875,9
NT,136.875,-17.875,9
NT,137.125,-17.875,9
NT,137.375,-17.875,9
NT,137.625,-17.875,9
NT,137.875,-17.875,9
NT,129.125,-18.125,9
NT,129.375,-18.125,9
NT,129.625,-18.125,9
NT,129.875,-18.125,9
NT,130.125,-18.125,9
NT,130.375,-18.125,9
NT,130.625,-18.125,9
NT,130.875,-18.125,9
NT,131.125,-18.125,9
NT,131.375,-18.125,9
NT,131.625,-18.125,9
NT,131.875,-18.125,9
NT,132.125,-18.125,9
NT,132.375,-18.125,9
NT,132.625,-18.125,9
NT,132.875,-18.125,9
NT,133.125,-18.125,9
NT,133.375,-18.125,9
NT,133.625,-18.125,9
NT,133.875,-18.125,9
NT,134.125,-18.125,9
NT,134.375,-18.125,9
NT,134.625,-18.125,9
NT,134.875,-18.125,9
NT,135.125,-18.125,9
NT,135.375,-18.125,9
NT,135.625,-18.125,9
NT,135.875,-18.125,9
NT,136.125,-18.125,9
NT,136.375,-18.125,9
NT,136.625,-18.125,9
NT,136.875,-18.125,9
NT,137.125,-18.125,9
NT,137.375,-18.125,9
NT,137.625,-18.125,9
NT,137.875,-18.125,9
NT,129.125,-18.375,9
NT,129.375,-18.375,9
NT,129.625,-18.375,9
NT,129.875,-18.375,9
NT,130.125,-18.375,9
NT,130.375,-18.375,9
NT,130.625,-18.375,9
NT,130.875,-18.375,9
NT,131.125,-18.375,9
NT,131.375,-18.375,9
NT,131.625,-18.375,9
NT,131.875,-18.375,9
NT,132.125,-18.375,9
NT,132.375,-18.375,9
NT,132.625,-18.375,9
NT,132.875,-18.375,9
NT,133.125,-18.375,9
NT,133.375,-18.375,9
NT,133.625,-18.375,9
NT,133.875,-18.375,9
NT,134.125,-18.375,9
NT,134.375,-18.375,9
NT,134.625,-18.375,9
NT,134.875,-18.375,9
NT,135.125,-18.375,9
NT,135.375,-18.375,9
NT,135.625,-18.375,9
NT,135.875,-18.375,9
NT,136.125,-18.375,9
NT,136.375,-18.375,9
NT,136.625,-18.375,9
NT,136.875,-18.375,9
NT,137.125,-18.375,9
NT,137.375,-18.375,9
NT,137.625,-18.375,9
NT,137.875,-18.375,9
NT,129.125,-18.625,9
NT,129.375,-18.625,9
NT,129.625,-18.625,9
NT,129.875,-18.625,9
NT,130.125,-18.625,9
NT,130.375,-18.625,9
NT,130.625,-18.625,9
NT,130.875,-18.625,9
NT,131.125,-18.625,9
NT,131.375,-18.625,9
NT,131.625,-18.625,9
NT,131.875,-18.625,9
NT,132.125,-18.625,9
NT,132.375,-18.625,9
NT,132.625,-18.625,9
NT,132.875,-18.625,9
NT,133.125,-18.625,9
NT,133.375,-18.625,9
NT,133.625,-18.625,9
NT,133.875,-18.625,9
NT,134.125,-18.625,9
NT,134.375,-18.625,9
NT,134.625,-18.625,9
NT,134.875,-18.625,9
NT,135.125,-18.625,9
NT,135.375,-18.625,9
NT,135.625,-18.625,9
NT,135.875,-18.625,9
NT,136.125,-18.625,9
NT,136.375,-18.625,9
NT,136.625,-18.625,9
NT,136.875,-18.625,9
NT,137.125,-18.625,9
NT,137.375,-18.625,9
NT,137.625,-18.625,9
NT,137.875,-18.625,9
NT,129.125,-18.875,9
NT,129.375,-18.875,9
NT,129.625,-18.875,9
NT,129.875,-18.875,9
NT,130.125,-18.875,9
NT,130.375,-18.875,9
NT,130.625,-18.875,9
NT,130.875,-18.875,9
NT,131.125,-18.875,9
NT,131.375,-18.875,9
NT,131.625,-18.875,9
NT,131.875,-18.875,9
NT,132.125,-18.875,9
NT,132.375,-18.875,9
NT,132.625,-18.875,9
NT,132.875,-18.875,9
NT,133.125,-18.875,9
NT,133.375,-18.875,9
NT,133.625,-18.875,9
NT,133.875,-18.875,9
NT,134.125,-18.875,9
NT,134.375,-18.875,9
NT,134.625,-18.875,9
NT,134.875,-18.875,9
NT,135.125,-18.875,9
NT,135.375,-18.875,9
NT,135.625,-18.875,9
NT,135.875,-18.875,9
NT,136.125,-18.875,9
NT,136.375,-18.875,9
NT,136.625,-18.875,9
NT,136.875,-18.875,9
NT,137.125,-18.875,9
NT,137.375,-18.875,9
NT,137.625,-18.875,9
NT,137.875,-18.875,9
NT,129.125,-19.125,9
NT,129.375,-19.125,9
NT,129.625,-19.125,9
NT,129.875,-19.125,9
NT,130.125,-19.125,9
NT,130.375,-19.125,9
NT,130.625,-19.125,9
NT,130.875,-19.125,9
NT,131.125,-19.125,9
NT,131.375,-19.125,9
NT,131.625,-19.125,9
NT,131.875,-19.125,9
NT,132.125,-19.125,9
NT,132.375,-19.125,9
NT,132.625,-19.125,9
NT,132.875,-19.125,9
NT,133.125,-19.125,9
NT,133.375,-19.125,9
NT,133.625,-19.125,9
NT,133.875,-19.125,9
NT,134.125,-19.125,9
NT,134.375,-19.125,9
NT,134.625,-19.125,9
NT,134.875,-19.125,9
NT,135.125,-19.125,9
NT,135.375,-19.125,9
NT,135.625,-19.125,9
NT,135.875,-19.125,9
NT,136.125,-19.125,9
NT,136.375,-19.125,9
NT,136.625,-19.125,9
NT,136.875,-19.125,9
NT,137.125,-19.125,9
NT,137.375,-19.125,9
NT,137.625,-19.125,9
NT,137.875,-19.125,9
NT,129.125,-19.375,9
NT,129.375,-19.375,9
NT,129.625,-19.375,9
NT,129.875,-19.375,9
NT,130.125,-19.375,9
NT,130.375,-19.375,9
NT,130.625,-19.375,9
NT,130.875,-19.375,9
NT,131.125,-19.375,9
NT,131.375,-19.375,9
NT,131.625,-19.375,9
NT,131.875,-19.375,9
NT,132.125,-19.375,9
NT,132.375,-19.375,9
NT,132.625,-19.375,9
NT,132.875,-19.375,9
NT,133.125,-19.375,9
NT,133.375,-19.375,9
NT,133.625,-19.375,9
NT,133.875,-19.375,9
NT,134.125,-19.375,9
NT,134.375,-19.375,9
NT,134.625,-19.375,9
NT,134.875,-19.375,9
NT,135.125,-19.375,9
NT,135.375,-19.375,9
NT,135.625,-19.375,9
NT,135.875,-19.375,9
NT,136.125,-19.375,9
NT,136.375,-19.375,9
NT,136.625,-19.375,9
NT,136.875,-19.375,9
NT,137.125,-19.375,9
NT,137.375,-19.375,9
NT,137.625,-19.375,9
NT,137.875,-19.375,9
NT,129.125,-19.625,9
NT,129.375,-19.625,9
NT,129.625,-19.625,9
NT,129.875,-19.625,9
NT,130.125,-19.625,9
NT,130.375,-19.625,9
NT,130.625,-19.625,9
NT,130.875,-19.625,9
NT,131.125,-19.625,9
NT,131.375,-19.625,9
NT,131.625,-19.625,9
NT,131.875,-19.625,9
NT,132.125,-19.625,9
NT,132.375,-19.625,9
NT,132.625,-19.625,9
NT,132.875,-19.625,9
NT,133.125,-19.625,9
NT,133.375,-19.625,9
NT,133.625,-19.625,9
NT,133.875,-19.625,9
NT,134.125,-19.625,9
NT,134.375,-19.625,9
NT,134.625,-19.625,9
NT,134.875,-19.625,9
NT,135.125,-19.625,9
NT,135.375,-19.625,9
NT,135.625,-19.625,9
NT,135.875,-19.625,9
NT,136.125,-19.625,9
NT,136.375,-19.625,9
NT,136.625,-19.625,9
NT,136.875,-19.625,9
NT,137.125,-19.625,9
NT,137.375,-19.625,9
NT,137.625,-19.625,9
NT,137.875,-19.625,9
NT,129.125,-19.875,9
NT,129.375,-19.875,9
NT,129.625,-19.875,9
NT,129.875,-19.875,9
NT,130.125,-19.875,9
NT,130.375,-19.875,9
NT,130.625,-19.875,9
NT,130.875,-19.875,9
NT,131.125,-19.875,9
NT,131.375,-19.875,9
NT,131.625,-19.875,9
NT,131.875,-19.875,9
NT,132.125,-19.875,9
NT,132.375,-19.875,9
NT,132.625,-19.875,9
NT,132.875,-19.875,9
NT,133.125,-19.875,9
NT,133.375,-19.875,9
NT,133.625,-19.875,9
NT,133.875,-19.875,9
NT,134.125,-19.875,9
NT,134.375,-19.875,9
NT,134.625,-19.875,9
NT,134.875,-19.875,9
NT,135.125,-19.875,9
NT,135.375,-19.875,9
NT,135.625,-19.875,9
NT,135.875,-19.875,9
NT,136.125,-19.875,9
NT,136.375,-19.875,9
NT,136.625,-19.875,9
NT,136.875,-19.875,9
NT,137.125,-19.875,9
NT,137.375,-19.875,9
NT,137.625,-19.875,9
NT,137.875,-19.875,9
NT,129.125,-20.125,9
NT,129.375,-20.125,9
NT,129.625,-20.125,9
NT,129.875,-20.125,9
NT,130.125,-20.125,9
NT,130.375,-20.125,9
NT,130.625,-20.125,9
NT,130.875,-20.125,9
NT,131.125,-20.125,9
NT,131.375,-20.125,9
NT,131.625,-20.125,9
NT,131.875,-20.125,9
NT,132.125,-20.125,9
NT,132.375,-20.125,9
NT,132.625,-20.125,9
NT,132.875,-20.125,9
NT,133.125,-20.125,9
NT,133.375,-20.125,9
NT,133.625,-20.125,9
NT,133.875,-20.125,9
NT,134.125,-20.125,9
